word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
woman,33646,,460.93,311.21,277.61,,,,,152.55,214.53,,321.43,,,154.71,204.38,,228.5,220.41,347.81,231.84,,,,273.47,,,187.84,,466.83,230.87,198.61,296.72,172.54,239.79,259.629
with,33647,,252.09,406.66,231.83,,,,,176.28,203.46,,347.53,,,172.98,262.65,,228.05,203.98,411.16,455.39,,,,267.61,,,371.42,,298.05,286.49,224.89,277.5,185.51,226.01,274.47700000000000
a,33648,,224.95,347.31,335.4,,,,,173.23,261.73,,314.9,,,145.98,190.19,,427.63,190.25,367.81,363.96,,,,235.12,,,304.11,,278.81,251.25,272.51,303.67,233.17,201.65,271.1815
small,33649,,232.58,322.67,324.13,,,,,154.24,221.26,,381.01,,,145.68,221.82,,226.86,221.9,488.75,389.44,,,,407.46,,,367.1,,627.18,263.31,324.81,318.49,213.51,203.13,302.76650000000000
boy,33650,,234.79,340.79,254.23,,,,,140.61,212.78,,340.34,,,145.38,205.42,,242.49,205.46,1173.21,204.76,,,,196.03,,,339.82,,322.21,366.86,190.93,248.62,314.5,213.35,294.629
slipped,33651,,205.03,492.12,211.04,,,,,116.25,217.73,,395.71,,,145.07,218.35,,252.65,215.74,456.71,199.0,,,,222.34,,,291.13,,324.31,251.5,182.51,253.45,180.58,178.34,250.478
in,33652,,279.25,488.64,288.03,,,,,134.71,286.67,,365.68,,,152.79,193.9,,433.55,220.66,421.32,529.29,,,,301.93,,,303.94,,278.35,200.41,310.18,218.35,188.21,167.3,288.158
between,33653,,241.45,485.13,348.81,,,,,179.71,227.46,,391.72,,,163.16,220.19,,291.44,246.58,516.49,437.75,,,,693.34,,,287.44,,232.56,226.66,197.6,255.27,203.86,268.31,305.7465000000000
them.,33654,,243.67,569.63,204.19,,,,,187.36,259.05,,367.05,,,165.51,238.0,,196.74,195.47,1070.32,423.65,,,,393.57,,,284.25,,242.78,242.28,199.88,252.12,198.09,187.81,306.07100000000000
"""Please,""",33655,,333.36,389.45,485.93,,,,,146.66,220.8,,517.78,,,151.53,197.15,,417.27,205.37,464.85,555.39,,,,232.28,,,280.55,,316.34,230.45,172.42,272.4,186.72,189.78,298.32400000000000
she,33656,,258.16,380.76,255.8,,,,,146.36,228.36,,351.64,,,143.17,255.48,,253.92,215.66,360.05,437.08,,,,327.85,,,330.69,,262.44,350.05,305.45,335.93,354.4,149.43,285.134
"said,",33657,,247.02,316.04,356.6,,,,,154.11,227.9,,318.97,,,126.9,212.29,,346.72,204.59,402.13,447.02,,,,420.6,,,247.45,,254.01,221.45,216.92,244.65,164.43,181.1,265.545
"""please.""",33658,,507.86,302.17,302.64,,,,,140.43,219.52,,377.1,,,131.92,185.21,,514.11,222.81,556.05,611.54,,,,195.81,,,220.31,,330.81,180.98,165.84,470.87,166.76,380.76,309.17500000000000
She,33659,,274.4,311.56,365.42,,,,,131.78,186.48,,362.33,,,288.75,211.07,,360.4,216.7,357.05,239.01,,,,325.42,,,291.12,,260.38,284.14,482.22,613.44,275.22,198.32,301.7605
held,33660,,212.53,526.99,255.46,,,,,144.83,234.16,,404.41,,,133.51,223.99,,378.47,205.64,343.08,545.23,,,,242.15,,,231.95,,259.83,158.27,356.05,425.74,189.37,704.6,308.81300000000000
out,33661,,225.46,307.43,244.32,,,,,152.58,212.33,,310.36,,,154.61,175.59,,319.12,178.57,350.53,624.32,,,,332.33,,,295.54,,235.31,248.6,566.11,249.04,381.0,279.45,292.13
her,33662,,217.08,282.88,230.52,,,,,146.86,233.3,,325.81,,,124.96,196.55,,513.27,199.51,357.87,351.36,,,,969.1,,,252.29,,277.55,213.47,343.79,221.91,148.31,249.58,292.7985
hand,33663,,229.98,396.99,254.11,,,,,178.59,219.54,,306.5,,,105.96,182.84,,459.04,241.84,351.94,582.67,,,,388.89,,,257.22,,479.69,426.41,175.23,229.51,164.0,638.46,313.4705
to,33664,,237.53,255.04,258.96,,,,,207.58,240.41,,305.97,,,145.7,206.5,,402.25,148.04,335.34,365.76,,,,500.22,,,454.05,,273.58,209.65,436.17,213.02,174.35,352.09,286.11050000000000
show,33665,,231.79,283.87,239.79,,,,,156.47,202.67,,361.46,,,153.46,195.39,,300.24,187.73,356.05,463.73,,,,411.3,,,258.63,,251.7,222.58,206.09,249.94,179.36,263.45,258.78500000000000
that,33666,,263.31,310.05,266.01,,,,,150.85,220.97,,355.49,,,107.81,197.66,,219.67,195.37,430.13,782.96,,,,751.97,,,255.48,,240.6,246.19,227.02,246.87,170.94,222.96,293.1155
she,33667,,222.83,245.51,297.57,,,,,166.54,212.48,,421.51,,,171.52,208.01,,435.26,213.62,357.33,397.65,,,,638.7,,,252.31,,282.85,227.01,210.58,267.71,175.95,166.57,278.57550000000000
had,33668,,246.43,327.72,246.38,,,,,147.53,209.41,,548.81,,,136.55,188.94,,309.16,202.59,327.41,263.62,,,,312.37,,,257.26,,276.95,210.6,207.56,251.19,204.96,131.53,250.34850000000000
money.,33669,,203.32,284.46,435.24,,,,,155.26,222.33,,395.84,,,157.55,276.52,,436.59,188.85,468.17,335.16,,,,2546.39,,,230.08,,295.15,175.57,556.46,256.08,223.22,176.63,400.9435
The,33670,,269.03,355.31,308.78,,,,,146.52,216.18,,333.13,,,164.97,214.23,,264.09,206.77,389.3,256.55,,,,416.24,,,250.49,,253.92,252.08,248.3,300.41,163.81,215.88,261.2995
American,33671,,396.51,341.34,244.24,,,,,178.25,229.11,,385.88,,,137.97,219.16,,239.61,211.66,348.6,253.36,,,,404.83,,,223.38,,266.74,201.0,429.16,251.82,182.09,220.8,268.2755
newspaperman,33672,,350.53,388.72,510.46,,,,,399.2,324.68,,713.28,,,167.0,202.74,,457.89,168.64,355.96,498.26,,,,398.77,,,206.96,,322.3,227.28,252.39,496.76,245.76,180.4,343.399
worried,33673,,285.92,516.01,325.61,,,,,193.23,246.76,,546.7,,,123.99,221.01,,462.43,197.57,357.99,350.76,,,,568.76,,,347.88,,276.36,266.79,377.34,333.19,575.99,220.01,339.715
about,33674,,314.72,511.85,319.65,,,,,163.48,243.62,,449.8,,,166.39,236.53,,333.6,215.91,320.03,286.2,,,,349.16,,,643.29,,254.56,370.31,389.98,305.93,252.32,219.6,317.3465
getting,33675,,588.81,382.91,425.74,,,,,157.79,253.87,,398.35,,,155.34,214.81,,210.34,188.79,354.18,408.32,,,,580.54,,,460.91,,387.44,279.0,205.31,241.41,177.22,936.52,350.38
to,33676,,299.83,334.27,369.0,,,,,192.17,250.68,,384.32,,,93.74,235.68,,231.31,260.47,324.21,324.93,,,,923.57,,,324.11,,258.76,209.15,247.57,275.65,174.23,164.35,293.9
the,33677,,240.64,299.02,317.68,,,,,239.76,231.56,,375.66,,,162.85,237.89,,230.87,187.98,470.28,342.98,,,,436.72,,,254.18,,247.6,166.11,180.44,253.76,147.19,182.65,260.2910000000000
cable,33678,,202.87,258.49,239.8,,,,,225.99,239.1,,404.36,,,181.16,224.16,,246.47,251.56,389.52,526.41,,,,326.67,,,267.02,,300.44,195.07,196.04,234.67,178.91,158.26,262.34850000000000
office.,33679,,293.1,391.36,626.01,,,,,225.56,225.31,,510.33,,,164.83,199.68,,555.33,192.46,364.84,272.2,,,,227.41,,,314.56,,283.94,205.38,182.32,316.85,175.9,168.61,294.799
But,33680,,252.06,371.43,299.28,,,,,152.74,211.1,,332.9,,,190.59,246.86,,246.79,221.02,344.81,265.72,,,,402.37,,,302.72,,288.26,255.25,218.8,441.15,268.49,183.57,274.79550000000000
what,33681,,296.96,400.11,248.1,,,,,427.04,216.08,,449.64,,,958.19,187.76,,219.69,212.55,368.22,361.28,,,,268.36,,,278.17,,261.04,196.05,215.72,299.04,180.0,199.21,312.1605
was,33682,,437.73,394.14,284.96,,,,,178.36,229.0,,318.2,,,127.34,219.38,,232.65,153.53,340.93,499.34,,,,563.86,,,344.33,,300.55,166.41,212.65,271.85,155.66,233.54,283.2205
the,33683,,327.69,380.1,247.13,,,,,249.94,540.57,,352.33,,,108.42,194.96,,370.79,163.88,348.31,311.82,,,,717.55,,,287.79,,300.03,147.38,193.57,287.38,142.01,243.74,295.7695
story?,33684,,284.44,515.42,275.94,,,,,198.8,299.63,,447.72,,,300.19,213.18,,263.49,206.21,475.68,215.28,,,,703.05,,,268.57,,283.46,171.02,211.83,292.13,157.65,245.98,301.48350000000000
Had,33685,,251.41,391.23,317.42,,,,,190.13,279.69,,371.7,,,99.36,215.07,,240.3,216.05,383.54,187.73,,,,310.62,,,278.25,,285.02,306.25,157.61,307.09,295.74,650.12,286.7165
the,33686,,736.33,382.54,343.53,,,,,205.71,329.85,,312.4,,,107.13,195.96,,234.55,196.94,342.87,171.28,,,,278.04,,,216.47,,271.15,185.67,479.95,378.57,188.52,374.41,296.5935
Communist-led,33687,,260.44,309.91,494.97,,,,,184.0,254.66,,1618.51,,,90.85,182.26,,1860.75,199.21,494.29,720.31,,,,272.19,,,253.35,,454.68,161.35,521.88,719.23,300.15,203.11,477.805
Pathet,33688,,547.98,605.36,403.44,,,,,135.66,571.45,,805.29,,,72.0,477.88,,327.2,217.56,386.75,369.75,,,,1167.75,,,2154.22,,411.19,571.67,451.6,304.7,219.6,957.33,557.9190000000000
Lao,33689,,275.05,383.0,869.41,,,,,172.69,519.83,,734.67,,,10.41,215.78,,715.96,230.48,386.09,446.49,,,,483.22,,,374.9,,383.82,272.08,264.16,432.21,395.15,262.47,391.39350000000000
finally,33690,,293.15,398.32,348.02,,,,,177.72,385.63,,586.76,,,71.7,308.69,,773.39,238.0,441.46,400.36,,,,1013.02,,,443.54,,287.2,279.53,311.7,359.43,261.17,366.02,387.2405
come,33691,,249.97,376.33,411.37,,,,,150.69,257.01,,377.82,,,79.45,276.1,,353.49,216.27,331.32,330.32,,,,9344.6,,,269.48,,315.94,257.73,375.16,713.52,204.64,376.03,763.3620000000000
this,33692,,270.88,309.01,320.0,,,,,190.41,277.82,,366.51,,,281.97,230.3,,243.52,229.18,384.06,351.12,,,,327.75,,,325.02,,270.08,278.55,635.84,259.0,177.61,420.71,307.467
far?,33693,,382.38,316.43,282.12,,,,,286.03,263.97,,664.5,,,148.11,253.87,,245.75,220.77,1023.39,478.46,,,,452.45,,,327.1,,325.58,232.76,253.41,415.86,190.59,388.01,357.577
Or,33694,,261.03,323.33,296.92,,,,,191.8,435.86,,380.2,,,142.11,223.63,,500.3,222.62,349.05,407.7,,,,314.96,,,323.31,,292.29,234.2,175.26,315.76,226.87,293.25,295.52250000000000
was,33695,,244.54,333.36,301.7,,,,,194.08,205.84,,459.52,,,125.84,207.23,,251.4,238.2,332.4,380.34,,,,389.09,,,253.35,,297.15,236.36,412.19,325.91,450.43,498.13,306.85300000000000
it,33696,,270.76,282.14,189.15,,,,,212.35,288.11,,368.08,,,130.86,220.18,,240.26,176.48,361.18,339.65,,,,252.36,,,282.24,,301.91,222.58,176.87,402.63,207.02,254.59,258.97
another,33697,,214.27,268.3,340.81,,,,,169.25,188.91,,364.77,,,87.92,187.75,,266.47,221.45,323.21,264.32,,,,329.21,,,276.36,,325.37,206.21,165.83,228.61,179.97,187.45,239.82200000000000
revolt,33698,,227.22,355.77,212.15,,,,,158.25,276.5,,646.78,,,197.04,219.37,,354.02,245.01,357.27,567.87,,,,381.99,,,270.58,,599.43,544.43,520.14,276.14,163.58,235.09,340.4315
inside,33699,,250.72,429.84,289.07,,,,,192.61,198.66,,499.04,,,87.33,226.91,,380.04,175.25,391.37,620.26,,,,461.34,,,334.09,,297.15,263.52,401.98,238.31,165.94,245.32,307.4375000000000
Vientiane?,33700,,215.64,349.14,293.92,,,,,184.21,216.98,,511.56,,,84.43,234.51,,275.36,228.24,486.7,256.57,,,,292.49,,,362.82,,301.91,239.03,163.96,272.58,178.88,258.19,270.35600000000000
"""Let's",33701,,284.13,755.46,407.33,,,,,292.83,218.04,,637.97,,,219.92,214.91,,489.38,237.98,346.62,268.64,,,,299.3,,,310.71,,292.57,269.74,271.95,308.1,308.88,819.26,362.68600000000000
play,33702,,222.25,308.91,299.95,,,,,313.7,201.63,,423.58,,,203.54,363.85,,277.84,240.2,410.0,540.15,,,,240.07,,,358.11,,297.39,389.23,383.42,291.5,308.35,231.26,315.2465
"hero,""",33703,,269.88,396.31,200.78,,,,,259.79,283.88,,366.92,,,149.8,237.81,,280.0,162.47,382.67,312.59,,,,226.3,,,256.2,,446.21,396.53,190.79,248.36,427.81,190.83,284.2965
I,33704,,237.34,278.29,659.06,,,,,243.28,310.06,,363.58,,,141.49,256.07,,474.22,196.75,462.0,290.67,,,,409.86,,,317.01,,336.11,206.56,374.44,245.2,259.07,1014.42,353.774
said.,33705,,247.61,328.49,367.29,,,,,205.5,253.46,,341.6,,,117.15,260.93,,452.0,247.09,469.21,239.46,,,,334.54,,,287.18,,284.89,371.43,147.12,279.38,191.91,186.12,280.61800000000000
"""Let's",33706,,251.69,337.98,296.71,,,,,199.31,268.52,,324.38,,,140.65,228.02,,276.75,246.22,347.6,251.84,,,,247.71,,,325.8,,288.95,322.12,567.54,392.96,396.57,246.35,297.8835
go,33707,,264.55,342.66,277.5,,,,,177.65,236.0,,318.44,,,132.31,339.59,,286.97,211.04,386.96,632.74,,,,380.59,,,322.56,,277.71,356.17,171.88,338.94,182.54,387.17,301.1985
to,33708,,240.06,270.11,287.68,,,,,137.24,198.2,,312.59,,,169.36,210.95,,299.75,223.98,338.34,255.74,,,,243.9,,,284.63,,271.91,406.24,592.91,263.66,318.18,218.54,277.1985
the,33709,,242.33,309.6,244.5,,,,,158.28,232.53,,298.67,,,142.34,223.87,,243.22,207.59,335.09,356.53,,,,230.13,,,230.79,,519.38,234.89,239.89,223.16,184.26,170.09,251.35700000000000
roof,33710,,316.51,357.02,230.7,,,,,152.63,234.77,,319.45,,,126.06,199.44,,245.44,188.52,387.8,214.59,,,,293.65,,,462.34,,377.2,181.09,202.17,230.77,159.9,167.12,252.35850000000000
and,33711,,326.65,263.05,294.28,,,,,147.03,220.97,,321.57,,,120.46,217.78,,271.64,196.11,395.16,427.56,,,,434.49,,,237.55,,317.83,276.68,212.39,246.35,170.24,196.05,264.69200000000000
"see.""",33712,,251.34,230.62,243.08,,,,,170.66,212.5,,315.63,,,82.87,222.66,,471.16,198.38,405.13,242.79,,,,244.44,,,231.82,,263.93,326.89,225.31,195.2,263.24,190.36,249.40050000000000
By,33713,,290.25,256.29,204.32,,,,,148.74,328.93,,311.88,,,109.09,251.16,,293.89,203.0,374.3,356.02,,,,307.55,,,300.17,,252.24,251.16,141.8,247.7,153.13,224.24,250.29300000000000
7:50,33714,,215.08,333.09,326.62,,,,,156.38,405.72,,313.99,,,52.8,224.01,,826.66,229.26,338.98,294.07,,,,259.01,,,211.59,,273.18,216.09,197.45,212.53,163.48,215.85,273.29200000000000
the,33715,,291.97,649.84,323.37,,,,,142.74,207.69,,1284.09,,,154.01,423.59,,385.3,244.83,434.4,258.87,,,,287.89,,,288.54,,315.33,284.99,167.78,361.5,173.81,244.8,346.267
answer,33716,,224.77,462.13,245.44,,,,,158.42,332.57,,884.72,,,100.35,222.88,,296.67,151.05,524.28,223.71,,,,244.67,,,277.32,,301.41,239.1,140.77,275.53,194.79,222.97,286.17750000000000
was,33717,,256.4,285.34,271.68,,,,,128.76,609.39,,301.96,,,156.08,254.46,,309.46,198.7,382.07,399.26,,,,278.85,,,303.51,,260.83,241.39,236.41,285.7,181.09,198.53,276.9935
plain.,33718,,301.3,423.47,271.2,,,,,149.88,333.64,,317.35,,,158.41,219.32,,348.92,217.03,645.39,265.24,,,,377.05,,,262.92,,252.33,235.55,438.63,239.82,196.66,224.81,293.946
There,33719,,257.51,278.19,286.13,,,,,202.53,273.89,,350.64,,,125.82,231.82,,390.13,234.87,459.52,388.84,,,,245.15,,,219.22,,312.62,245.37,186.77,241.58,174.63,258.66,268.1945
had,33720,,406.39,392.36,272.29,,,,,132.77,260.05,,662.04,,,232.26,199.36,,269.4,141.12,370.67,372.1,,,,215.36,,,232.14,,264.03,207.62,242.45,235.76,171.56,207.5,274.36150000000000
been,33721,,250.96,303.67,322.47,,,,,153.89,283.58,,388.93,,,135.84,209.65,,284.93,196.76,359.36,304.77,,,,244.27,,,287.73,,287.59,236.49,220.65,221.97,168.61,196.4,252.92600000000000
an,33722,,255.88,263.12,276.5,,,,,180.2,285.69,,244.25,,,124.87,206.6,,231.1,215.07,369.4,320.24,,,,366.52,,,228.56,,284.4,206.76,164.26,365.59,165.57,238.68,249.663
eclipse,33723,,268.74,318.62,478.68,,,,,155.8,439.8,,550.48,,,71.29,179.53,,430.66,220.0,454.08,650.33,,,,283.18,,,284.11,,302.51,379.69,1006.57,263.6,247.93,560.89,377.32450000000000
of,33724,,268.23,376.76,296.55,,,,,150.2,321.77,,349.58,,,111.09,219.15,,413.92,195.59,378.66,590.61,,,,317.28,,,382.22,,397.97,250.96,295.63,367.13,180.78,202.66,303.33700000000000
the,33725,,267.76,221.46,261.4,,,,,141.87,331.82,,340.95,,,150.84,448.12,,282.57,213.85,599.31,621.67,,,,343.4,,,317.55,,296.01,167.86,348.44,203.82,220.41,276.92,302.8015000000000
moon.,33726,,243.26,341.04,420.87,,,,,141.56,384.58,,364.32,,,142.5,188.64,,268.73,170.78,920.98,580.61,,,,366.81,,,279.65,,332.73,212.82,299.83,262.08,163.98,239.06,316.2415
A,33727,,250.24,334.56,413.78,,,,,175.35,324.66,,323.0,,,149.74,233.06,,432.74,218.05,409.31,389.41,,,,248.3,,,363.65,,299.49,286.55,221.54,348.81,379.34,211.07,300.63250000000000
traditional,33728,,247.14,339.32,450.41,,,,,140.34,358.68,,549.11,,,157.39,243.33,,503.97,214.98,445.96,276.71,,,,261.17,,,373.62,,496.3,208.69,173.08,348.24,434.68,576.04,339.95800000000000
Lao,33729,,251.98,298.71,335.01,,,,,132.0,320.77,,324.18,,,127.79,253.48,,343.11,163.89,479.84,270.93,,,,252.63,,,346.3,,404.8,397.58,522.12,299.6,284.58,252.42,303.086
explanation,33730,,496.88,882.14,539.76,,,,,153.11,410.81,,582.28,,,164.8,418.38,,382.51,246.2,761.74,502.38,,,,457.53,,,1009.73,,566.78,223.55,235.86,928.4,190.71,233.29,469.342
is,33731,,293.33,291.35,288.17,,,,,163.42,319.44,,333.25,,,151.19,271.01,,389.85,219.1,435.19,629.58,,,,398.06,,,717.4,,299.17,303.11,414.12,292.2,374.39,755.5,366.9415
that,33732,,274.18,496.21,325.0,,,,,173.79,433.57,,322.03,,,126.83,246.54,,301.18,226.63,549.08,356.49,,,,248.1,,,398.89,,311.96,246.6,234.75,288.99,410.99,260.92,311.63650000000000
the,33733,,260.36,372.65,271.07,,,,,154.76,307.47,,252.09,,,131.87,243.35,,308.63,226.44,516.11,286.58,,,,244.95,,,328.86,,327.4,243.48,268.96,229.83,199.61,300.43,273.745
moon,33734,,251.81,209.34,310.59,,,,,165.11,274.93,,304.95,,,144.92,293.56,,580.1,209.79,477.91,448.74,,,,247.16,,,288.29,,356.11,237.63,220.48,253.36,153.92,235.86,283.22800000000000
was,33735,,240.71,310.29,270.05,,,,,159.41,237.06,,336.46,,,136.67,290.36,,267.06,198.72,415.79,733.24,,,,260.04,,,333.05,,310.23,223.87,204.06,274.26,188.28,254.1,282.1855
being,33736,,258.93,341.76,261.56,,,,,169.74,431.3,,517.13,,,125.7,271.24,,234.63,217.03,380.41,353.41,,,,291.5,,,321.86,,477.59,223.43,158.29,268.43,187.93,506.94,299.94050000000000
swallowed,33737,,231.81,325.13,285.07,,,,,150.77,254.59,,414.97,,,136.09,262.69,,252.79,229.95,307.72,595.44,,,,440.29,,,323.96,,487.49,423.0,184.62,291.91,179.54,274.11,302.5970000000000
by,33738,,298.01,337.91,337.85,,,,,246.45,299.43,,403.59,,,85.14,254.23,,401.69,189.54,331.15,533.08,,,,362.27,,,382.01,,340.0,238.27,344.26,304.72,179.17,292.23,308.05000000000000
a,33739,,294.82,270.62,294.62,,,,,187.34,258.91,,325.6,,,90.22,219.1,,419.67,197.12,351.93,321.57,,,,324.3,,,253.32,,299.39,200.53,263.65,312.22,178.82,249.08,265.6415
"toad,",33740,,226.91,298.81,387.42,,,,,202.96,263.72,,375.67,,,127.36,240.01,,434.94,191.45,375.33,339.66,,,,310.41,,,330.2,,408.2,210.78,479.17,378.32,503.77,485.96,328.5525000000000
and,33741,,282.54,850.26,426.71,,,,,221.24,231.25,,380.36,,,212.41,218.24,,468.85,231.07,371.96,323.06,,,,309.83,,,287.01,,364.82,247.77,385.01,374.95,238.9,146.4,328.632
the,33742,,244.7,302.21,338.0,,,,,188.81,254.83,,427.66,,,105.3,199.14,,500.08,249.25,312.69,349.15,,,,261.28,,,323.78,,382.79,228.6,280.34,267.65,225.12,202.16,282.177
remedy,33743,,254.9,293.66,382.71,,,,,164.47,259.72,,1034.94,,,129.06,249.41,,291.16,118.12,450.74,420.54,,,,484.83,,,341.86,,662.18,372.13,306.5,395.19,184.69,180.42,348.8615000000000
was,33744,,299.78,338.46,310.07,,,,,174.81,267.24,,331.9,,,94.17,246.3,,248.01,184.52,367.35,371.75,,,,305.25,,,485.27,,309.05,232.88,362.0,253.11,152.36,148.04,274.11600000000000
to,33745,,243.21,281.88,445.52,,,,,163.8,250.68,,312.7,,,99.25,187.19,,284.89,240.16,331.99,512.49,,,,256.77,,,319.07,,292.48,211.05,284.04,258.02,170.67,171.71,265.87850000000000
make,33746,,261.44,260.01,255.44,,,,,158.07,231.6,,370.74,,,107.03,266.79,,287.05,170.38,336.77,359.57,,,,405.59,,,281.21,,281.32,208.0,310.17,270.89,167.69,176.75,258.32550000000000
all,33747,,244.96,259.53,276.26,,,,,144.42,255.18,,303.42,,,98.81,218.33,,235.8,215.37,429.51,369.61,,,,415.58,,,283.36,,299.48,244.95,261.63,278.35,132.64,165.72,256.6455000000000
possible,33748,,271.18,275.05,278.42,,,,,160.12,275.98,,414.91,,,114.52,263.22,,278.01,236.29,412.75,390.37,,,,260.22,,,277.48,,346.89,255.18,261.16,248.56,161.75,178.7,268.038
"noise,",33749,,270.68,461.21,296.62,,,,,146.45,262.19,,419.53,,,140.95,238.74,,536.21,222.5,465.36,517.63,,,,347.73,,,303.66,,378.32,244.0,268.67,277.38,156.04,167.71,306.079
ideally,33750,,286.19,460.42,317.38,,,,,154.21,373.66,,890.75,,,156.6,264.95,,436.61,222.08,432.6,367.47,,,,379.11,,,2191.13,,446.99,438.2,284.16,287.56,142.41,164.7,434.85900000000000
with,33751,,320.32,603.64,343.48,,,,,148.53,322.4,,382.63,,,150.98,224.45,,366.56,213.65,383.84,484.17,,,,415.8,,,339.75,,312.91,328.18,1014.29,404.39,358.07,183.0,365.052
firearms.,33752,,266.41,349.32,822.87,,,,,148.23,244.48,,613.98,,,134.68,240.03,,304.58,218.63,631.2,517.95,,,,284.43,,,323.12,,346.98,732.84,714.04,302.3,456.13,198.61,392.54050000000000
The,33753,,251.9,710.52,293.03,,,,,174.25,328.6,,361.78,,,102.08,247.21,,372.52,239.08,496.2,308.41,,,,293.73,,,380.36,,294.98,229.68,338.9,421.18,318.64,189.61,317.633
din,33754,,248.81,429.38,241.9,,,,,155.27,253.32,,755.84,,,101.83,204.1,,289.19,217.35,436.67,275.84,,,,282.58,,,275.62,,299.76,221.31,759.64,299.86,170.66,306.14,311.25350000000000
was,33755,,253.62,260.65,388.08,,,,,149.59,322.21,,1261.27,,,117.59,246.36,,414.01,254.25,374.61,310.03,,,,572.69,,,397.78,,296.57,228.87,357.73,336.64,151.7,233.61,346.393
"successful,",33756,,706.48,300.13,243.45,,,,,141.3,284.34,,544.53,,,103.98,203.25,,618.65,259.12,419.32,245.45,,,,345.08,,,263.02,,468.74,356.0,663.74,277.35,289.99,227.84,348.088
"too,",33757,,257.36,315.56,437.61,,,,,172.94,326.48,,367.69,,,71.8,221.53,,398.94,176.0,487.93,303.65,,,,394.52,,,438.54,,307.93,182.02,262.65,335.56,190.81,203.43,292.6475000000000
for,33758,,366.23,317.64,255.58,,,,,161.97,259.21,,300.36,,,135.6,221.08,,440.93,221.02,404.41,422.45,,,,396.48,,,328.49,,307.37,213.63,286.2,284.3,206.45,205.66,286.753
just,33759,,266.87,399.75,284.44,,,,,276.28,296.1,,339.79,,,292.6,212.61,,298.88,244.56,384.15,245.74,,,,1214.45,,,349.23,,274.84,354.58,272.36,310.44,211.34,191.96,336.0485
before,33760,,242.42,329.72,238.54,,,,,166.46,244.88,,331.14,,,145.41,185.54,,239.64,270.79,351.53,226.55,,,,345.86,,,292.57,,276.92,356.58,191.89,285.88,168.35,215.61,255.31400000000000
the,33761,,276.61,334.48,232.82,,,,,235.4,287.06,,311.96,,,121.16,233.2,,521.9,182.28,350.93,314.17,,,,305.23,,,297.46,,343.09,214.68,303.46,328.02,149.29,204.54,277.387
moon,33762,,230.81,315.24,243.04,,,,,181.63,283.9,,287.39,,,155.5,211.4,,283.68,221.91,390.29,196.22,,,,248.68,,,294.23,,326.51,203.58,198.91,244.79,164.98,222.78,245.27350000000000
"disappeared,",33763,,254.35,333.31,469.26,,,,,261.32,246.06,,700.18,,,213.9,192.35,,261.83,221.5,349.64,190.55,,,,293.55,,,299.03,,323.25,221.89,233.23,255.06,151.32,190.38,283.098
the,33764,,283.25,490.06,260.49,,,,,188.86,322.95,,336.38,,,122.85,239.96,,493.3,229.05,341.02,398.13,,,,338.4,,,415.87,,293.31,253.4,235.42,419.88,175.04,166.04,300.18300000000000
frightened,33765,,357.36,374.58,283.96,,,,,180.44,261.02,,709.14,,,125.2,202.2,,353.84,156.6,316.35,408.14,,,,319.09,,,332.43,,370.12,202.3,261.67,491.12,324.03,170.98,310.02850000000000
toad,33766,,375.43,419.28,230.13,,,,,172.05,316.51,,355.95,,,178.26,364.48,,259.9,214.99,422.47,508.78,,,,313.23,,,377.23,,390.83,348.62,293.14,327.64,302.09,359.97,326.5490000000000
had,33767,,268.12,386.49,301.67,,,,,161.05,262.59,,366.02,,,119.23,198.5,,267.4,267.91,429.75,339.92,,,,323.33,,,325.9,,366.2,203.99,249.96,252.34,173.52,346.01,280.495
