word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
the,26056,298.59,,,221.24,219.25,,364.36,392.37,,,,295.24,211.21,,142.41,,215.42,220.73,,,173.01,231.25,,,,,67.43,344.53,228.88,237.61,174.84,163.39,587.8,194.69,306.41,251.93619047619000
sash.,26057,271.4,,,148.83,234.84,,310.38,815.66,,,,276.0,224.15,,110.17,,212.29,212.26,,,162.06,238.77,,,,,67.23,288.0,252.43,223.81,179.83,157.69,706.77,140.92,233.88,260.3509523809520
Bong!,26058,299.66,,,451.55,230.95,,258.51,517.62,,,,493.43,225.96,,122.95,,246.18,226.68,,,158.68,251.08,,,,,101.53,276.18,381.99,214.96,203.09,194.31,275.82,182.92,211.58,263.12523809523800
The,26059,290.5,,,237.03,216.56,,302.73,420.14,,,,432.95,230.49,,77.07,,226.58,420.5,,,174.05,250.18,,,,,95.76,280.52,292.81,240.73,196.96,147.82,261.5,179.59,256.12,249.0757142857140
wood,26060,303.32,,,287.3,197.45,,286.22,419.41,,,,440.17,214.06,,167.59,,258.2,219.79,,,155.04,239.03,,,,,76.82,202.68,241.64,218.96,167.3,179.49,229.02,179.23,261.0,235.4152380952380
was,26061,294.8,,,220.12,239.74,,363.02,418.68,,,,386.06,210.93,,164.57,,231.06,251.32,,,165.37,353.31,,,,,103.29,252.97,347.89,226.48,156.22,187.12,316.53,176.2,260.51,253.62809523809500
"old,",26062,283.62,,,235.67,169.96,,357.03,415.28,,,,377.45,223.85,,126.9,,198.6,440.18,,,183.72,323.33,,,,,79.03,249.8,283.26,218.09,190.59,146.71,270.67,165.21,251.98,247.18714285714300
the,26063,325.78,,,189.89,174.97,,383.07,419.92,,,,358.07,215.49,,123.97,,200.92,226.08,,,191.35,277.38,,,,,97.54,254.69,253.37,247.06,206.22,186.4,350.16,151.54,232.87,241.27333333333300
paint,26064,311.85,,,253.52,243.98,,1078.38,491.13,,,,280.12,220.39,,118.32,,235.21,497.7,,,270.98,279.54,,,,,94.65,275.53,250.26,211.84,187.16,146.05,341.59,159.18,224.4,293.89428571428600
alligatored.,26065,519.26,,,298.38,758.16,,647.37,471.63,,,,322.31,563.99,,144.72,,493.36,686.2,,,246.51,249.7,,,,,99.75,477.67,311.15,296.81,202.81,161.77,404.94,153.56,1959.99,450.95428571428600
Bong!,26066,309.74,,,470.18,257.66,,468.24,511.04,,,,403.67,263.22,,120.1,,222.38,292.21,,,202.82,375.92,,,,,99.28,252.22,275.41,335.72,257.63,154.9,412.94,163.56,289.8,292.3161904761910
A,26067,271.24,,,194.31,211.26,,497.73,424.15,,,,301.12,203.56,,210.2,,229.63,381.91,,,202.14,230.74,,,,,128.13,213.92,253.08,214.73,200.74,167.56,243.78,167.98,307.28,250.2471428571430
fresh,26068,310.72,,,180.56,200.13,,822.24,367.46,,,,532.5,229.86,,151.18,,245.2,245.24,,,196.38,230.3,,,,,93.14,202.86,225.96,227.68,195.01,164.53,221.99,172.93,258.67,260.692380952381
breeze,26069,310.17,,,204.22,210.42,,420.91,412.1,,,,313.01,205.42,,158.82,,191.41,239.42,,,206.72,517.86,,,,,122.3,173.09,225.53,243.26,245.29,166.89,293.51,177.97,231.59,250.9480952380950
saluted,26070,341.62,,,278.44,575.41,,356.11,448.78,,,,307.05,234.37,,97.22,,215.08,257.7,,,211.59,271.68,,,,,108.69,210.08,217.15,437.43,263.45,179.87,378.37,166.94,1127.11,318.2923809523810
him.,26071,285.03,,,376.64,259.77,,286.21,805.32,,,,410.49,212.51,,126.31,,187.97,454.58,,,264.52,271.22,,,,,116.4,223.01,502.06,247.36,455.01,155.49,335.03,163.94,312.04,307.1861904761900
Six,26072,307.92,,,335.54,365.14,,381.03,502.02,,,,355.79,363.53,,128.19,,195.19,237.28,,,252.88,246.16,,,,,113.26,453.85,276.63,270.47,328.18,186.37,333.83,371.22,263.01,298.4519047619050
o'clock!,26073,331.33,,,244.3,607.17,,356.32,637.13,,,,381.89,245.54,,149.21,,213.48,679.5,,,193.82,539.03,,,,,347.66,226.43,246.83,269.96,684.92,154.05,602.65,167.95,262.53,359.12857142857100
He,26074,314.13,,,250.9,285.59,,418.49,458.78,,,,348.62,255.28,,166.94,,215.38,226.97,,,302.38,286.8,,,,,128.17,334.5,301.73,258.21,208.41,342.36,427.49,230.66,277.41,287.58095238095200
put,26075,324.23,,,215.8,263.69,,527.11,519.3,,,,451.95,252.1,,107.95,,196.25,250.55,,,213.87,283.61,,,,,637.17,355.21,293.14,239.04,245.34,317.72,337.86,173.34,172.13,303.68380952381000
his,26076,288.94,,,268.74,359.2,,323.55,441.15,,,,336.53,257.02,,139.68,,175.05,255.44,,,170.78,381.74,,,,,422.77,341.22,321.96,265.25,167.56,551.38,310.61,170.32,385.12,301.6195238095240
head,26077,381.78,,,196.2,241.27,,381.62,531.01,,,,309.28,237.86,,107.38,,171.52,524.3,,,175.77,597.04,,,,,126.08,276.58,244.09,413.58,473.47,230.47,302.03,175.37,216.49,300.6280952380950
out.,26078,309.14,,,230.54,243.48,,404.97,415.49,,,,340.75,256.1,,99.16,,160.55,222.07,,,172.74,422.73,,,,,67.12,222.74,365.7,234.25,219.3,190.03,317.46,220.33,205.41,253.3361904761910
There,26079,342.63,,,229.62,263.71,,411.51,456.01,,,,499.63,212.49,,109.37,,218.51,253.15,,,140.09,304.08,,,,,82.76,373.45,244.49,265.22,242.44,245.3,379.95,176.91,164.64,267.42666666666700
was,26080,350.05,,,261.2,327.26,,280.13,468.55,,,,298.78,233.49,,133.08,,194.09,434.04,,,147.8,313.55,,,,,397.18,338.19,422.68,224.74,212.63,143.47,339.29,189.88,166.96,279.85904761904800
the,26081,309.44,,,196.65,228.0,,290.29,587.78,,,,258.23,211.64,,290.13,,204.39,243.98,,,467.07,299.63,,,,,111.19,454.94,253.98,296.32,225.57,175.2,410.64,165.54,163.96,278.3128571428570
slate,26082,300.9,,,238.94,227.6,,255.12,450.75,,,,359.05,200.62,,110.96,,198.61,773.66,,,178.35,403.08,,,,,390.95,259.49,210.77,229.17,201.18,164.19,887.3,202.53,182.34,305.97904761904800
roof,26083,332.29,,,441.2,363.19,,299.99,511.37,,,,337.16,194.92,,158.7,,229.63,297.78,,,167.3,317.01,,,,,278.23,210.97,279.71,284.74,211.4,174.52,539.21,172.75,165.94,284.19095238095200
of,26084,313.08,,,195.14,253.15,,403.45,446.51,,,,325.89,245.17,,181.92,,213.15,278.55,,,196.26,431.16,,,,,96.46,263.87,249.86,238.83,176.39,211.48,335.64,185.74,194.91,258.8861904761910
the,26085,288.55,,,229.4,234.03,,293.4,440.36,,,,279.92,254.83,,109.55,,202.13,360.72,,,166.58,478.39,,,,,77.51,247.44,238.74,273.12,213.32,176.49,244.36,193.41,221.2,248.73571428571400
church;,26086,317.29,,,412.92,196.22,,274.22,806.46,,,,294.83,203.73,,253.27,,196.36,314.81,,,171.54,680.25,,,,,96.03,292.25,248.93,256.62,186.25,197.38,390.58,139.7,196.72,291.7314285714290
ivy,26087,311.45,,,217.57,510.54,,326.43,1103.78,,,,307.59,285.98,,138.19,,198.63,732.83,,,176.55,681.83,,,,,45.14,401.09,349.86,349.49,377.92,375.71,285.91,152.78,207.06,358.8728571428570
climbed,26088,366.9,,,379.24,1202.43,,363.17,982.06,,,,483.06,248.14,,105.84,,224.93,257.01,,,213.54,595.36,,,,,114.31,331.03,309.23,292.82,230.6,396.34,520.03,147.07,219.98,380.1471428571430
the,26089,325.68,,,447.9,291.14,,341.19,1348.4,,,,532.88,652.98,,121.65,,176.52,461.82,,,186.43,453.0,,,,,92.65,327.83,420.71,241.67,254.19,206.38,345.83,186.73,219.54,363.5771428571430
red,26090,327.76,,,284.51,327.98,,660.59,682.31,,,,393.38,257.22,,164.05,,213.47,253.03,,,202.1,297.61,,,,,89.77,308.58,267.94,243.86,211.0,632.64,497.25,210.36,243.11,322.31047619047600
brick,26091,324.5,,,310.64,308.76,,299.49,491.83,,,,379.33,222.16,,150.37,,226.41,313.94,,,196.33,326.41,,,,,102.88,228.0,227.45,294.1,215.95,634.28,301.75,191.33,229.35,284.5361904761900
walls,26092,294.6,,,294.11,252.16,,336.3,416.38,,,,408.01,237.67,,214.07,,225.97,595.99,,,142.62,291.1,,,,,78.62,219.58,363.03,354.93,188.9,163.84,333.16,174.97,212.88,276.13761904761900
like,26093,403.4,,,242.92,305.02,,332.99,669.0,,,,388.63,207.9,,130.97,,233.6,485.68,,,166.34,287.94,,,,,409.13,443.15,245.03,228.95,196.48,166.2,273.96,155.92,201.83,294.04952380952400
a,26094,293.33,,,269.1,184.47,,321.77,635.88,,,,315.91,220.87,,136.06,,211.77,362.15,,,147.36,284.8,,,,,101.75,221.11,327.31,308.51,206.8,171.16,436.06,198.26,204.13,264.6933333333330
green-scaled,26095,362.2,,,404.62,184.09,,387.87,821.5,,,,374.06,228.42,,125.08,,208.68,788.23,,,410.99,441.56,,,,,197.47,204.63,260.03,243.99,179.73,200.13,573.98,184.54,214.4,333.15238095238100
monster.,26096,324.23,,,286.58,1551.76,,347.16,956.14,,,,466.69,499.98,,303.46,,157.61,562.97,,,255.68,435.44,,,,,119.76,206.93,563.54,326.18,171.32,594.46,298.39,176.2,387.27,428.17857142857100
The,26097,331.01,,,226.89,276.68,,284.62,534.87,,,,350.78,245.29,,291.96,,199.54,254.56,,,212.0,471.55,,,,,71.32,304.3,273.89,247.69,189.36,177.13,331.96,423.42,186.17,280.23761904761900
clock,26098,711.81,,,266.45,430.89,,318.75,419.32,,,,310.15,711.51,,264.75,,225.81,211.35,,,192.96,1518.73,,,,,247.13,319.75,324.04,260.55,204.96,142.06,264.71,190.74,225.82,369.6304761904760
which,26099,342.59,,,225.96,334.14,,344.84,431.95,,,,325.58,254.37,,248.3,,185.38,248.34,,,200.59,735.04,,,,,83.96,313.94,374.15,252.0,175.27,205.81,336.26,174.39,233.45,286.9671428571430
had,26100,294.05,,,313.59,498.91,,376.29,399.16,,,,335.71,259.21,,109.19,,169.04,261.19,,,178.91,835.17,,,,,118.41,339.99,410.79,256.91,212.19,362.74,429.02,187.35,227.64,313.1171428571430
struck,26101,346.8,,,227.67,599.34,,436.9,361.19,,,,364.42,264.07,,84.95,,174.04,284.68,,,287.88,460.45,,,,,120.87,339.39,343.41,253.73,225.14,172.73,460.27,210.94,259.23,298.9571428571430
presented,26102,338.23,,,235.26,305.03,,406.88,427.17,,,,326.48,223.56,,103.37,,235.03,401.51,,,260.66,1803.65,,,,,131.21,264.07,702.81,258.65,184.71,617.74,464.8,151.94,274.74,386.547619047619
an,26103,334.96,,,245.45,312.52,,363.48,498.48,,,,427.17,263.12,,103.1,,205.26,315.43,,,212.14,315.49,,,,,112.29,679.59,389.71,423.48,216.37,230.08,688.06,183.57,228.9,321.3642857142860
innocent,26104,435.67,,,282.35,234.61,,397.47,870.96,,,,346.44,254.71,,422.87,,223.5,269.54,,,201.12,461.6,,,,,440.01,569.15,341.02,214.8,205.29,176.27,332.23,183.21,228.45,337.67952380952400
face.,26105,309.6,,,740.49,1396.84,,503.46,877.52,,,,441.86,275.54,,134.16,,183.06,813.04,,,443.4,372.75,,,,,97.99,341.57,332.37,235.66,247.57,189.28,328.94,182.85,244.05,413.9047619047620
In,26106,375.06,,,290.74,289.96,,283.4,648.48,,,,368.48,250.53,,272.29,,230.1,279.82,,,228.89,403.59,,,,,110.12,364.2,285.72,293.26,171.92,294.94,298.27,318.12,245.47,300.16
the,26107,395.73,,,263.54,318.78,,325.54,388.76,,,,421.16,239.4,,135.77,,229.65,274.02,,,188.46,389.56,,,,,269.83,238.24,359.82,274.11,240.94,187.73,535.07,192.24,466.28,301.6490476190480
kitchen,26108,325.7,,,199.05,552.9,,335.65,508.08,,,,916.38,249.61,,116.78,,213.16,308.18,,,188.09,564.89,,,,,101.37,256.48,433.91,260.29,203.16,179.37,363.51,591.92,257.52,339.3333333333330
Mama,26109,330.43,,,257.36,298.65,,324.38,483.23,,,,365.61,246.51,,127.25,,202.14,1875.62,,,211.68,574.63,,,,,93.09,237.3,355.77,363.8,325.46,1067.0,365.55,158.87,222.35,404.12761904761900
was,26110,375.2,,,294.24,279.42,,342.43,525.07,,,,375.64,219.4,,356.23,,188.43,259.36,,,184.59,354.98,,,,,90.19,559.52,509.87,357.79,487.57,193.31,306.2,193.24,221.93,317.83857142857100
wiping,26111,283.86,,,235.04,249.56,,357.83,598.81,,,,420.3,266.92,,134.31,,204.07,242.88,,,144.23,501.02,,,,,95.34,257.28,332.95,239.81,164.05,179.56,345.64,155.52,197.49,266.974761904762
the,26112,437.98,,,237.22,294.48,,271.92,456.54,,,,331.52,202.46,,107.37,,574.34,237.04,,,207.99,452.12,,,,,500.45,294.19,449.69,250.03,438.33,171.16,305.03,189.86,231.82,316.2638095238090
cupboards.,26113,695.96,,,247.47,1299.29,,487.43,1381.09,,,,352.31,236.72,,123.14,,210.66,239.27,,,188.88,296.73,,,,,219.59,274.97,326.29,262.89,184.24,904.18,336.52,149.49,255.38,412.9761904761910
"""There's",26114,299.59,,,219.12,725.71,,477.9,402.09,,,,431.03,347.84,,87.88,,430.85,562.63,,,529.12,324.96,,,,,373.61,295.09,290.32,312.47,292.87,371.62,356.55,204.35,302.16,363.70285714285700
a,26115,490.99,,,346.65,327.18,,359.76,380.09,,,,326.3,259.25,,100.98,,358.06,244.36,,,397.53,318.97,,,,,178.32,403.88,479.12,370.49,185.67,392.33,390.65,222.58,461.61,333.08428571428600
tower,26116,287.55,,,298.08,507.94,,401.83,387.39,,,,331.0,226.68,,268.75,,256.14,230.6,,,303.52,289.12,,,,,263.25,293.82,521.04,295.2,209.31,298.35,405.97,574.15,268.82,329.4528571428570
and,26117,284.34,,,374.9,283.08,,259.81,386.69,,,,335.78,226.27,,100.25,,252.96,238.11,,,222.99,277.89,,,,,94.8,474.68,330.77,251.97,158.24,183.08,343.9,178.56,316.3,265.49380952381000
a,26118,342.45,,,243.58,253.18,,283.32,378.06,,,,340.55,201.87,,139.99,,257.86,192.36,,,246.59,280.04,,,,,91.87,252.47,367.57,256.89,192.63,158.71,311.31,183.51,254.45,249.012380952381
steeple,26119,301.88,,,269.78,290.05,,317.44,438.7,,,,355.88,220.16,,243.71,,254.73,234.67,,,251.4,474.24,,,,,49.0,265.36,572.21,237.69,184.21,193.11,342.74,167.18,251.26,281.6857142857140
on,26120,357.32,,,301.27,438.87,,343.53,472.67,,,,333.91,227.72,,101.87,,291.55,452.83,,,496.32,324.07,,,,,326.19,296.88,368.63,239.91,191.9,267.37,278.12,164.19,560.14,325.4885714285710
the,26121,319.34,,,268.75,304.78,,366.98,498.51,,,,346.66,251.25,,141.65,,312.4,249.41,,,340.83,302.2,,,,,218.96,261.69,589.3,322.17,175.54,154.89,296.31,174.51,305.85,295.332380952381
church,26122,337.49,,,212.22,296.26,,331.6,374.99,,,,402.08,224.12,,117.31,,383.82,230.32,,,236.16,285.63,,,,,103.82,269.26,348.31,244.27,172.46,269.22,261.14,187.5,257.34,264.06285714285700
a,26123,326.21,,,249.15,509.08,,328.39,1051.65,,,,348.07,215.76,,111.75,,287.18,261.83,,,294.41,1159.76,,,,,87.63,300.74,395.66,270.49,169.46,268.74,308.63,171.09,310.22,353.6142857142860
million,26124,306.91,,,206.06,268.22,,333.09,487.32,,,,651.43,276.61,,151.51,,204.0,461.41,,,235.24,680.56,,,,,52.7,308.19,461.67,317.97,166.49,212.2,268.05,160.09,509.65,319.9700000000000
feet,26125,370.37,,,242.98,339.74,,345.83,435.79,,,,383.65,286.81,,199.17,,214.26,204.57,,,317.43,298.17,,,,,81.91,211.59,300.9,264.05,163.48,337.18,491.57,154.46,348.81,285.3676190476190
high.,26126,287.08,,,285.2,579.1,,385.23,373.69,,,,367.03,219.62,,297.5,,243.21,257.53,,,279.49,286.95,,,,,60.36,264.5,332.31,263.56,173.81,221.88,352.09,156.77,372.17,288.5276190476190
And,26127,320.65,,,334.28,449.45,,328.04,460.23,,,,309.54,210.6,,85.92,,226.23,1333.85,,,241.05,635.02,,,,,265.26,367.33,70.18,235.89,215.76,202.36,318.78,124.13,311.98,335.54904761904800
the,26128,306.7,,,219.02,237.97,,404.81,323.48,,,,348.98,223.55,,186.99,,273.85,657.14,,,219.32,332.6,,,,,80.81,220.01,421.94,262.16,180.73,188.65,312.9,182.51,250.07,277.8185714285710
loudest,26129,258.18,,,226.54,424.21,,366.78,389.58,,,,340.34,279.1,,130.63,,220.02,357.34,,,226.87,345.34,,,,,203.27,195.54,405.23,197.62,164.34,204.29,328.38,134.19,278.94,270.32047619047600
clock,26130,303.0,,,322.16,383.46,,328.82,324.92,,,,291.69,297.33,,143.68,,219.59,231.42,,,298.44,344.76,,,,,93.52,357.82,294.57,335.95,294.7,342.53,317.06,155.21,425.11,290.7495238095240
in,26131,302.45,,,236.21,286.85,,357.5,351.01,,,,328.53,278.08,,103.38,,256.51,238.94,,,271.25,992.12,,,,,98.65,335.91,299.39,236.08,259.02,175.97,361.01,180.99,285.05,296.9000000000000
the,26132,269.95,,,230.45,259.61,,335.59,342.39,,,,317.23,472.26,,255.18,,237.34,233.19,,,206.78,441.21,,,,,319.74,291.93,264.16,230.35,202.51,172.92,275.03,164.66,231.2,273.9847619047620
whole,26133,285.47,,,246.03,219.16,,284.32,357.74,,,,303.33,242.14,,131.99,,215.58,251.37,,,213.5,466.35,,,,,1361.65,176.74,215.7,221.97,12.76,161.96,301.19,158.96,182.73,286.2209523809520
"world!""",26134,298.28,,,234.92,210.68,,326.48,823.78,,,,366.83,284.38,,449.07,,220.52,368.27,,,186.43,497.61,,,,,90.15,213.76,252.59,277.49,258.04,220.29,588.63,161.32,174.39,309.71
"""I",26135,302.52,,,225.88,233.7,,295.78,363.1,,,,357.55,285.85,,202.62,,307.43,331.58,,,249.39,368.11,,,,,351.06,327.18,278.07,305.64,192.67,381.85,349.58,173.54,213.2,290.3
"know,",26136,293.98,,,297.48,307.87,,332.55,429.13,,,,263.59,239.93,,100.93,,226.82,264.31,,,190.31,516.71,,,,,110.42,227.92,312.26,281.13,192.31,509.14,540.96,154.58,522.15,300.68952380952400
"Stephen,""",26137,306.74,,,302.3,195.34,,345.32,956.34,,,,351.18,546.15,,108.68,,266.4,455.89,,,245.92,622.54,,,,,126.2,307.5,546.32,531.27,479.91,292.27,532.01,1172.86,299.94,428.14666666666700
she,26138,306.18,,,333.72,669.63,,400.72,701.51,,,,334.55,225.25,,108.44,,241.96,516.39,,,234.79,285.51,,,,,91.22,482.99,345.4,383.69,193.81,513.13,344.44,368.38,371.37,354.9085714285710
smiled.,26139,377.69,,,306.45,268.53,,322.69,420.36,,,,531.24,224.81,,100.17,,244.17,294.21,,,221.03,503.65,,,,,112.35,516.77,216.85,527.09,220.07,242.89,335.86,165.05,288.08,306.6671428571430
"""They",26140,339.05,,,270.77,286.19,,313.46,434.7,,,,337.72,226.61,,299.68,,243.25,466.51,,,332.09,307.55,,,,,90.05,323.27,333.12,339.03,251.18,220.7,334.65,231.02,276.43,297.9538095238100
say,26141,303.74,,,230.26,376.35,,395.58,332.57,,,,262.46,258.22,,99.15,,253.43,425.7,,,216.83,323.0,,,,,87.2,221.37,257.89,447.74,200.06,188.27,339.41,422.61,286.61,282.3071428571430
that,26142,375.23,,,229.84,365.07,,301.56,417.34,,,,261.97,223.04,,386.86,,348.55,433.03,,,197.74,333.06,,,,,76.27,228.94,254.77,316.28,210.32,203.91,296.15,181.87,248.77,280.50333333333300
our,26143,315.88,,,213.36,231.09,,356.95,309.98,,,,309.46,222.62,,170.17,,187.94,290.89,,,208.07,353.89,,,,,102.73,332.49,251.59,270.41,191.29,174.17,292.9,157.46,213.59,245.56809523809500
steeple,26144,382.02,,,226.29,254.66,,398.99,629.43,,,,492.87,230.22,,135.22,,203.58,271.74,,,180.97,515.84,,,,,246.5,289.22,232.5,213.92,206.94,411.14,313.74,159.82,258.58,297.81857142857100
is,26145,349.35,,,409.87,507.47,,353.02,412.35,,,,473.38,453.77,,132.22,,261.88,265.85,,,228.62,293.63,,,,,115.36,246.09,256.07,330.82,179.88,199.76,299.86,202.17,287.42,298.04000000000000
one,26146,308.74,,,182.49,314.71,,330.99,568.98,,,,243.26,266.32,,129.27,,365.34,409.36,,,228.19,354.49,,,,,93.8,274.93,324.92,263.55,243.51,274.08,272.66,180.48,260.25,280.49142857142900
hundred,26147,324.18,,,430.17,284.77,,367.79,1237.34,,,,365.51,217.87,,134.35,,194.05,277.99,,,219.74,508.5,,,,,82.9,293.04,287.02,319.06,213.66,268.24,272.15,124.11,227.76,316.6761904761900
and,26148,358.24,,,237.39,750.94,,356.44,438.05,,,,807.52,262.75,,283.4,,180.34,480.13,,,248.69,339.65,,,,,285.38,289.88,275.79,281.2,202.65,627.75,511.68,166.51,451.29,373.12714285714300
sixty-two,26149,368.33,,,271.64,525.71,,310.5,488.03,,,,1803.55,254.31,,117.53,,211.92,354.02,,,197.52,347.01,,,,,191.49,326.72,246.0,483.39,556.87,642.71,366.81,203.48,343.84,410.0657142857140
feet,26150,316.96,,,359.11,415.48,,365.96,532.45,,,,387.34,259.2,,151.96,,216.88,516.02,,,287.84,322.44,,,,,87.17,395.43,250.83,413.18,182.59,260.32,424.81,197.77,335.28,318.0485714285720
high.,26151,391.1,,,329.16,540.1,,282.61,432.93,,,,370.67,239.99,,130.27,,213.83,341.85,,,356.58,348.56,,,,,372.22,597.37,343.68,257.83,246.29,355.81,320.08,168.04,300.01,330.4276190476190
The,26152,403.15,,,208.09,317.24,,321.43,391.4,,,,1225.5,244.5,,148.17,,205.02,281.68,,,182.19,304.56,,,,,125.98,337.14,267.96,270.22,189.25,287.96,327.05,215.38,245.57,309.4971428571430
clock,26153,1685.14,,,236.98,383.36,,675.5,366.73,,,,655.57,286.72,,123.87,,183.27,275.8,,,229.82,288.06,,,,,112.35,309.86,235.47,525.72,212.84,276.72,243.78,172.26,247.77,367.9804761904760
you,26154,397.12,,,247.25,358.68,,565.08,339.42,,,,291.79,1099.53,,174.27,,198.89,365.98,,,773.33,300.87,,,,,120.06,277.32,293.66,1495.46,185.75,198.88,317.94,201.28,804.64,428.91428571428600
heard,26155,343.1,,,220.11,448.75,,286.8,392.16,,,,576.64,247.08,,115.26,,361.22,522.66,,,513.42,268.32,,,,,282.49,215.47,202.56,314.49,209.38,249.15,296.09,163.58,237.96,307.937619047619
strike --,26156,606.54,,,211.64,309.31,,347.59,1175.49,,,,702.68,232.59,,122.64,,179.25,284.47,,,243.24,235.79,,,,,116.61,292.36,260.79,284.6,190.35,214.04,268.88,189.92,168.22,316.04761904761900
it's,26157,384.15,,,448.61,508.75,,602.99,938.94,,,,669.56,722.8,,149.05,,210.85,825.22,,,517.44,310.07,,,,,255.04,361.24,268.29,302.7,253.98,459.0,388.39,229.53,181.26,427.99333333333300
really,26158,335.51,,,295.27,507.19,,316.0,413.95,,,,372.39,268.3,,260.7,,223.79,399.9,,,583.21,253.45,,,,,99.93,467.19,275.77,214.2,282.87,263.51,275.68,189.11,180.86,308.51333333333300
the,26159,316.22,,,268.03,394.38,,294.15,458.6,,,,553.11,227.8,,116.2,,415.38,609.86,,,278.24,298.36,,,,,67.68,402.49,277.94,355.1,221.01,215.1,341.89,180.76,204.48,309.3704761904760
town,26160,310.36,,,211.53,292.31,,298.95,471.18,,,,416.15,235.35,,150.66,,228.0,550.18,,,248.45,241.8,,,,,283.49,308.44,224.09,237.1,324.57,364.0,413.22,164.42,222.72,295.0938095238100
clock --,26161,303.85,,,240.51,721.11,,407.74,3574.27,,,,492.79,261.6,,118.3,,195.53,381.3,,,461.33,564.04,,,,,125.66,283.91,239.66,279.33,206.68,222.02,329.84,158.68,222.35,466.2142857142860
was,26162,367.36,,,306.67,346.62,,404.36,662.16,,,,369.27,269.09,,136.73,,229.88,316.6,,,196.47,277.71,,,,,136.07,374.03,281.93,281.52,195.57,189.59,358.58,185.02,189.9,289.2919047619050
installed,26163,332.0,,,282.16,769.99,,326.36,773.03,,,,381.99,268.6,,109.78,,197.39,342.72,,,230.78,359.87,,,,,333.06,794.75,324.07,387.69,573.86,197.18,304.63,208.68,173.51,365.33809523809500
last,26164,352.77,,,316.28,382.12,,363.06,441.13,,,,349.32,508.13,,141.53,,207.73,382.12,,,398.31,1137.97,,,,,209.81,292.02,262.14,250.96,242.28,527.53,312.13,189.64,178.54,354.5485714285720
April,26165,352.18,,,286.41,733.41,,325.08,435.05,,,,340.73,403.29,,141.23,,436.61,317.42,,,384.28,477.44,,,,,174.78,296.87,245.67,295.87,212.44,243.94,466.18,229.24,255.52,335.887619047619
by,26166,383.52,,,336.6,329.52,,343.16,508.98,,,,300.12,261.21,,116.89,,230.56,311.55,,,223.62,311.33,,,,,139.77,269.67,487.89,364.7,225.38,214.18,345.39,228.84,252.33,294.53380952381000
Mrs.,26167,334.9,,,213.28,534.31,,278.57,524.11,,,,512.92,332.72,,175.33,,310.11,471.0,,,511.23,254.77,,,,,131.41,293.16,356.37,294.7,280.98,259.09,320.81,156.36,233.26,322.8280952380950
"Shorter,",26168,315.61,,,226.2,442.77,,408.77,565.92,,,,464.01,313.48,,220.35,,309.57,382.17,,,206.37,275.63,,,,,128.46,265.95,278.39,331.48,235.17,231.96,338.9,174.76,235.43,302.4452380952380
on,26169,557.67,,,393.85,364.67,,293.34,463.59,,,,415.27,347.6,,155.85,,229.04,533.51,,,275.26,317.76,,,,,125.56,321.51,288.58,272.28,229.38,495.57,359.61,195.7,237.65,327.297619047619
her,26170,351.47,,,235.75,342.65,,370.14,574.84,,,,371.83,274.98,,150.23,,236.56,289.93,,,277.42,279.85,,,,,138.61,283.59,341.41,279.72,220.92,220.03,289.65,270.02,247.89,287.9757142857140
"birthday.""",26171,342.81,,,197.97,1358.03,,334.86,403.22,,,,360.52,357.13,,141.88,,206.83,318.74,,,223.58,242.05,,,,,215.64,229.75,260.78,377.93,204.5,435.55,438.44,221.53,204.76,336.97619047619100
He,26172,338.98,,,183.64,376.62,,338.95,452.16,,,,348.37,307.89,,157.34,,214.04,301.07,,,190.78,275.69,,,,,84.04,388.72,318.3,299.25,182.07,351.76,367.81,404.74,446.19,301.3528571428570
"dressed,",26173,359.68,,,311.31,541.3,,303.64,472.76,,,,475.69,283.38,,135.72,,210.9,260.48,,,222.35,501.89,,,,,126.5,228.05,624.39,362.7,197.71,247.11,532.43,182.65,568.09,340.4157142857140
and,26174,305.71,,,310.78,308.39,,327.15,586.59,,,,325.56,253.49,,156.74,,199.84,275.99,,,293.98,421.0,,,,,104.84,259.64,327.42,564.75,368.05,627.99,288.92,1006.36,196.44,357.6014285714290
sped,26175,393.2,,,238.18,315.81,,403.89,1121.61,,,,335.66,218.37,,119.08,,394.15,286.18,,,202.8,460.3,,,,,376.65,315.16,436.1,254.45,204.73,426.9,317.68,167.38,222.71,343.38047619047600
outdoors.,26176,323.17,,,616.46,461.93,,341.85,858.51,,,,548.41,247.28,,97.5,,284.14,410.95,,,477.01,267.49,,,,,109.34,693.21,486.04,259.33,449.6,458.21,295.8,180.39,206.34,384.42666666666700
He,26177,308.72,,,270.93,313.92,,431.29,488.34,,,,338.92,238.36,,198.28,,216.5,276.06,,,198.44,242.18,,,,,89.72,291.44,300.72,290.24,213.78,371.61,334.71,283.15,296.13,285.4019047619050
crossed,26178,332.13,,,214.43,684.03,,310.56,396.78,,,,319.65,224.56,,104.56,,237.4,246.26,,,192.78,316.38,,,,,222.84,600.22,212.11,271.08,218.75,216.32,315.45,213.27,236.9,289.83142857142900
